Currency,Date,Closing Price (USD),Volume,Volume in BTC
BTC,2016-02-08,376.646931,47671100.0,126567.0740325241
BTC,2016-02-09,371.191052,55318500.0,149029.72391694397
BTC,2016-02-10,373.533837,85130896.0,227906.78532290502
BTC,2016-02-11,379.858242,74375600.0,195798.30520039104
BTC,2016-02-12,378.207309,67042800.0,177264.68633635
BTC,2016-02-13,382.889681,61911700.0,161695.92201676493
BTC,2016-02-14,391.837109,74469800.0,190052.95386660277
BTC,2016-02-15,407.405235,74070496.0,181810.36873519802
BTC,2016-02-16,399.56364,73093104.0,182932.3208688358
BTC,2016-02-17,407.318385,83193600.0,204247.10266883732
BTC,2016-02-18,414.774583,76752600.0,185046.53647014816
BTC,2016-02-19,421.386083,55711300.0,132209.63446009203
BTC,2016-02-20,420.128624,93992096.0,223722.19037377468
BTC,2016-02-21,438.022456,89820704.0,205059.5871733115
BTC,2016-02-22,439.135139,85385200.0,194439.4616072844
BTC,2016-02-23,437.899716,85244896.0,194667.62111350626
BTC,2016-02-24,419.745599,67743696.0,161392.27227490238
BTC,2016-02-25,424.117988,70798000.0,166929.96289513662
BTC,2016-02-26,423.453169,61486000.0,145201.41659395635
BTC,2016-02-27,431.219239,41893600.0,97151.50951323858
BTC,2016-02-28,432.206815,53033400.0,122703.75699652029
BTC,2016-02-29,433.61431,60694700.0,139973.93213337447
BTC,2016-03-01,436.475598,74895800.0,171592.1814259133
BTC,2016-03-02,433.919272,74955296.0,172740.18656631597
BTC,2016-03-03,422.104137,100484000.0,238054.9992098277
BTC,2016-03-04,419.180479,90856096.0,216746.96354359575
BTC,2016-03-05,407.873956,135384992.0,331928.5039126156
BTC,2016-03-06,397.693807,91212496.0,229353.57401730926
BTC,2016-03-07,403.815225,85762400.0,212380.30339247364
BTC,2016-03-08,412.484354,70311696.0,170459.0618241971
BTC,2016-03-09,411.83388,70012304.0,170001.32189221538
BTC,2016-03-10,412.731756,81022896.0,196308.84908211423
BTC,2016-03-11,416.19923,73969696.0,177726.6526898668
BTC,2016-03-12,420.04944,92712896.0,220719.0086957383
BTC,2016-03-13,410.199495,74322800.0,181186.96123699518
BTC,2016-03-14,412.348065,95259400.0,231016.96863789088
BTC,2016-03-15,414.932238,66781700.0,160946.03861558717
BTC,2016-03-16,415.270832,65185800.0,156971.77595174804
BTC,2016-03-17,416.046421,83528600.0,200767.50041313298
BTC,2016-03-18,418.507726,104940000.0,250748.05906928467
BTC,2016-03-19,407.803478,58423000.0,143262.63298813748
BTC,2016-03-20,408.857288,45947900.0,112381.26688351952
BTC,2016-03-21,411.28,61655400.0,149911.0095312196
BTC,2016-03-22,411.727937,66813300.0,162275.36194610957
BTC,2016-03-23,416.6,61444200.0,147489.67834853576
BTC,2016-03-24,417.488581,68346704.0,163709.1578320318
BTC,2016-03-25,414.625923,52560000.0,126764.86703895743
BTC,2016-03-26,415.868195,44650400.0,107366.71026261097
BTC,2016-03-27,416.689672,71229400.0,170941.12186202686
BTC,2016-03-28,424.996511,68522800.0,161231.44126234957
BTC,2016-03-29,422.585555,75411504.0,178452.63073414803
BTC,2016-03-30,415.84119,66034100.0,158796.4386115767
BTC,2016-03-31,413.190726,60215200.0,145732.21568385346
BTC,2016-04-01,415.311512,51235700.0,123366.91500138334
BTC,2016-04-02,416.891553,45681200.0,109575.73899320528
BTC,2016-04-03,419.891535,38053700.0,90627.45215856757
BTC,2016-04-04,419.600203,50634300.0,120672.72522268059
BTC,2016-04-05,419.30488,60718000.0,144806.32803510418
BTC,2016-04-06,422.263715,59091000.0,139938.61632179312
BTC,2016-04-07,421.611006,57858600.0,137232.1860117665
BTC,2016-04-08,421.592059,63454700.0,150512.08542806067
BTC,2016-04-09,418.316926,49792700.0,119031.0429848588
BTC,2016-04-10,418.29682,73478600.0,175661.3880067269
BTC,2016-04-11,420.882488,50747500.0,120574.03538253176
BTC,2016-04-12,423.367074,70728800.0,167062.59022873375
BTC,2016-04-13,425.950472,69060400.0,162132.4650157918
BTC,2016-04-14,424.061221,45281000.0,106779.39353478399
BTC,2016-04-15,424.66431,54801500.0,129046.6345052637
BTC,2016-04-16,429.930923,39392800.0,91625.88195592527
BTC,2016-04-17,431.337878,52125900.0,120847.02656231828
BTC,2016-04-18,427.722852,55670900.0,130156.4780550935
BTC,2016-04-19,428.527083,52810500.0,123237.25172814807
BTC,2016-04-20,436.755083,72890096.0,166890.09203815035
BTC,2016-04-21,442.125675,68204704.0,154265.42238244816
BTC,2016-04-22,451.414111,58804400.0,130267.08418514635
BTC,2016-04-23,447.844341,50485400.0,112729.79331896928
BTC,2016-04-24,452.902585,68198400.0,150580.72587507975
BTC,2016-04-25,461.943139,87091800.0,188533.59352524122
BTC,2016-04-26,462.592681,78971904.0,170715.85272227856
BTC,2016-04-27,467.91205,93564896.0,199962.5698889353
BTC,2016-04-28,444.855674,74064704.0,166491.53496016777
BTC,2016-04-29,449.625714,49258500.0,109554.45488600325
BTC,2016-04-30,455.429059,69322600.0,152213.82700571156
BTC,2016-05-01,447.402952,40660100.0,90880.2675937641
BTC,2016-05-02,451.210765,92127000.0,204177.309466453
BTC,2016-05-03,443.80145,59366400.0,133767.9270763987
BTC,2016-05-04,450.790474,50407300.0,111819.79857010022
BTC,2016-05-05,447.299571,50440800.0,112767.37844222077
BTC,2016-05-06,448.390497,72796800.0,162351.34439078
BTC,2016-05-07,460.584462,38364500.0,83295.2545411747
BTC,2016-05-08,458.762583,40315000.0,87877.69860472687
BTC,2016-05-09,459.275502,55493100.0,120827.47666345155
BTC,2016-05-10,460.19787,58956100.0,128110.32784658477
BTC,2016-05-11,450.890847,50605200.0,112233.81520539049
BTC,2016-05-12,452.31982,59849300.0,132316.33316444105
BTC,2016-05-13,454.833116,60845000.0,133774.34021316952
BTC,2016-05-14,455.729184,37209000.0,81647.1740374652
BTC,2016-05-15,455.397656,28514000.0,62613.40967464269
BTC,2016-05-16,457.295107,59171500.0,129394.56183597434
BTC,2016-05-17,453.383774,64100300.0,141381.98955483572
BTC,2016-05-18,453.069672,86850096.0,191692.58365190242
BTC,2016-05-19,453.157374,96027400.0,211907.39798046407
BTC,2016-05-20,437.04998,81987904.0,187593.88571531337
BTC,2016-05-21,442.363349,42762300.0,96667.81865330348
BTC,2016-05-22,442.617224,39657600.0,89597.95925158123
BTC,2016-05-23,437.678789,50582500.0,115569.91399005173
BTC,2016-05-24,443.497269,65783100.0,148328.08361667724
BTC,2016-05-25,444.710142,65231000.0,146682.0606038708
BTC,2016-05-26,448.849051,65203800.0,145268.88238870312
BTC,2016-05-27,454.13809,164780992.0,362843.36334791913
BTC,2016-05-28,471.973387,181199008.0,383917.850012166
BTC,2016-05-29,525.305315,148736992.0,283143.8931852422
BTC,2016-05-30,526.230964,87958704.0,167148.47665254454
BTC,2016-05-31,532.637223,138450000.0,259933.0163599926
BTC,2016-06-01,531.569309,86061800.0,161901.37117190112
BTC,2016-06-02,537.119774,60378200.0,112411.05414972117
BTC,2016-06-03,538.225533,122020000.0,226707.93657795494
BTC,2016-06-04,570.724717,94925296.0,166324.1369656678
BTC,2016-06-05,572.615408,68874096.0,120279.85107938276
BTC,2016-06-06,574.16054,72138896.0,125642.37869777676
BTC,2016-06-07,585.500863,107770000.0,184064.6304905617
BTC,2016-06-08,577.343428,80265800.0,139026.09107035684
BTC,2016-06-09,583.217729,71301000.0,122254.51397414568
BTC,2016-06-10,575.907802,66991900.0,116324.00145883074
BTC,2016-06-11,579.45948,82357000.0,142127.2804096673
BTC,2016-06-12,612.74524,277084992.0,452202.60217770113
BTC,2016-06-13,671.804881,243295008.0,362151.2955336804
BTC,2016-06-14,705.708986,186694000.0,264548.1405277161
BTC,2016-06-15,684.643698,99223800.0,144927.6467304896
BTC,2016-06-16,696.422276,271633984.0,390042.0669484731
BTC,2016-06-17,768.462887,363320992.0,472789.250003169
BTC,2016-06-18,748.170323,252718000.0,337781.3744157291
BTC,2016-06-19,756.063444,136184992.0,180123.76220638966
BTC,2016-06-20,766.114819,174511008.0,227787.01530377264
BTC,2016-06-21,731.530619,309944000.0,423692.4497072897
BTC,2016-06-22,667.315627,266392992.0,399200.8896863433
BTC,2016-06-23,606.198973,253462000.0,418116.84164631536
BTC,2016-06-24,624.923635,224316992.0,358951.0452745158
BTC,2016-06-25,664.903267,126656000.0,190487.85934150027
BTC,2016-06-26,664.794753,109225000.0,164298.8298374852
BTC,2016-06-27,628.13308,122134000.0,194439.6878444931
BTC,2016-06-28,657.558736,138384992.0,210452.67049725578
BTC,2016-06-29,646.39747,142456000.0,220384.52594809816
BTC,2016-06-30,639.736974,138980000.0,217245.53316188348
BTC,2016-07-01,673.866074,134431008.0,199492.1738707386
BTC,2016-07-02,676.598988,112354000.0,166057.0027337966
BTC,2016-07-03,704.770332,129512000.0,183764.82964665996
BTC,2016-07-04,658.929123,92008400.0,139633.22729021343
BTC,2016-07-05,681.677121,130476000.0,191404.39950308966
BTC,2016-07-06,667.5478,134960992.0,202174.27426170828
BTC,2016-07-07,676.434711,258091008.0,381546.07355742273
BTC,2016-07-08,640.148361,141970000.0,221776.7140389507
BTC,2016-07-09,664.250804,180536000.0,271788.9070104912
BTC,2016-07-10,648.909941,102532000.0,158006.5175793015
BTC,2016-07-11,649.8004,107910000.0,166066.3797683104
BTC,2016-07-12,648.745914,138172992.0,212984.75877568303
BTC,2016-07-13,664.648328,131449000.0,197772.25709051962
BTC,2016-07-14,654.592572,98511400.0,150492.6945611598
BTC,2016-07-15,660.09102,81673104.0,123730.06377211434
BTC,2016-07-16,664.327625,50330200.0,75761.1125986218
BTC,2016-07-17,663.93692,74407904.0,112070.74310613725
BTC,2016-07-18,680.075912,69465000.0,102143.00899985412
BTC,2016-07-19,674.395682,61203300.0,90752.80526484747
BTC,2016-07-20,674.983244,94636400.0,140205.55449521646
BTC,2016-07-21,666.661206,60491800.0,90738.44323858857
BTC,2016-07-22,665.25287,134169000.0,201681.20432159878
BTC,2016-07-23,649.99798,69532200.0,106972.94782362247
BTC,2016-07-24,654.439246,118184000.0,180588.19168066824
BTC,2016-07-25,661.298693,78176496.0,118216.61955106874
BTC,2016-07-26,654.11,225135008.0,344185.24101450824
BTC,2016-07-27,650.995394,147460992.0,226516.18330804963
BTC,2016-07-28,655.431869,86428400.0,131864.81171851594
BTC,2016-07-29,655.72737,60703500.0,92574.2965403442
BTC,2016-07-30,657.492979,38456100.0,58488.98958356786
BTC,2016-07-31,654.991627,110818000.0,169189.9490495319
BTC,2016-08-01,623.739888,121887000.0,195413.1880050615
BTC,2016-08-02,607.093854,330932992.0,545110.100884006
BTC,2016-08-03,539.008491,207982000.0,385860.3407418307
BTC,2016-08-04,566.788403,125292000.0,221056.0402027139
BTC,2016-08-05,580.490379,66127900.0,113917.30576812885
BTC,2016-08-06,574.779778,80797296.0,140570.8744332338
BTC,2016-08-07,589.702056,82398400.0,139728.86674147868
BTC,2016-08-08,594.541913,61194100.0,102926.46937407758
BTC,2016-08-09,591.8913,92228096.0,155819.31344488423
BTC,2016-08-10,584.835465,102905000.0,175955.47151026485
BTC,2016-08-11,591.954927,74514400.0,125878.50290838107
BTC,2016-08-12,587.897382,69218000.0,117738.23479962359
BTC,2016-08-13,586.072579,43563000.0,74330.38425774907
BTC,2016-08-14,583.704384,60851100.0,104249.85946310796
BTC,2016-08-15,570.573556,57262300.0,100359.19014795701
BTC,2016-08-16,567.471025,58405200.0,102921.90689383655
BTC,2016-08-17,574.504263,54443000.0,94765.18018457244
BTC,2016-08-18,572.573596,59896600.0,104609.43434772009
BTC,2016-08-19,572.764007,50631600.0,88398.71112920683
BTC,2016-08-20,573.887641,45301400.0,78937.75151014273
BTC,2016-08-21,581.764404,38299400.0,65833.17875185778
BTC,2016-08-22,580.837867,72844000.0,125411.9335852461
BTC,2016-08-23,585.40337,85349200.0,145795.53923647554
BTC,2016-08-24,581.865829,56328200.0,96806.16594517359
BTC,2016-08-25,578.604902,136130000.0,235272.8079721661
BTC,2016-08-26,575.898625,48856800.0,84835.76428056239
BTC,2016-08-27,578.3125,59698300.0,103228.4448287042
BTC,2016-08-28,568.436569,86301600.0,151822.74453563525
BTC,2016-08-29,573.75128,110398000.0,192414.38555047757
BTC,2016-08-30,573.076967,70342400.0,122745.11810906546
BTC,2016-08-31,576.209288,75840896.0,131620.3983161063
BTC,2016-09-01,572.860812,76923400.0,134279.38931874433
BTC,2016-09-02,572.190965,79910800.0,139657.57044066573
BTC,2016-09-03,575.397388,159014000.0,276355.0953067587
BTC,2016-09-04,596.93913,97942896.0,164075.1813338154
BTC,2016-09-05,610.452474,82446800.0,135058.50743755032
BTC,2016-09-06,606.807088,78529104.0,129413.62346116827
BTC,2016-09-07,612.518342,75032400.0,122498.20920464779
BTC,2016-09-08,615.045211,86713000.0,140986.3835196987
BTC,2016-09-09,626.590999,64550200.0,103018.07734713405
BTC,2016-09-10,622.225238,45016800.0,72348.07791579807
BTC,2016-09-11,622.503212,73610800.0,118249.6709751917
BTC,2016-09-12,606.143034,72812304.0,120123.96400813872
BTC,2016-09-13,607.226691,86920600.0,143143.57601253732
BTC,2016-09-14,607.74401,47877700.0,78779.38607737162
BTC,2016-09-15,609.013927,59464600.0,97640.78843471178
BTC,2016-09-16,605.777795,64963400.0,107239.65212359757
BTC,2016-09-17,607.120546,37140300.0,61174.50684991313
BTC,2016-09-18,605.634987,48679400.0,80377.45679312942
BTC,2016-09-19,609.609072,54796400.0,89887.76991166563
BTC,2016-09-20,608.642833,72710896.0,119463.98126731906
BTC,2016-09-21,602.405326,82776200.0,137409.47569245097
BTC,2016-09-22,596.166585,67085300.0,112527.77610808227
BTC,2016-09-23,595.315346,51067000.0,85781.4271765808
BTC,2016-09-24,601.882223,35359500.0,58748.204630060995
BTC,2016-09-25,600.675237,33977800.0,56566.00756458352
BTC,2016-09-26,600.124525,59153800.0,98569.20944865569
BTC,2016-09-27,607.114642,49422400.0,81405.38307096207
BTC,2016-09-28,605.264903,48722600.0,80497.97660248607
BTC,2016-09-29,604.064144,55658600.0,92140.21483122493
BTC,2016-09-30,604.852702,56122400.0,92786.88813727081
BTC,2016-10-01,608.679516,56357000.0,92588.9544802753
BTC,2016-10-02,613.545215,39249800.0,63972.1393638446
BTC,2016-10-03,609.116131,46798300.0,76829.84839552706
BTC,2016-10-04,612.747211,49801600.0,81275.93093198101
BTC,2016-10-05,610.358596,68077504.0,111536.8972373742
BTC,2016-10-06,612.292832,56812100.0,92785.83225354498
BTC,2016-10-07,611.244222,64071400.0,104821.27714902145
BTC,2016-10-08,617.36306,42345900.0,68591.567496766
BTC,2016-10-09,618.542395,39243400.0,63444.96402708176
BTC,2016-10-10,614.246487,67481104.0,109859.97547919228
BTC,2016-10-11,617.844652,103590000.0,167663.5051621358
BTC,2016-10-12,641.238177,92370200.0,144049.75142333112
BTC,2016-10-13,635.678641,61620700.0,96936.87348541888
BTC,2016-10-14,635.106101,58144600.0,91551.00212145498
BTC,2016-10-15,638.227787,39035400.0,61162.17562931022
BTC,2016-10-16,638.122737,40298100.0,63151.01729402881
BTC,2016-10-17,641.157389,58063600.0,90560.60336536182
BTC,2016-10-18,637.08189,65546700.0,102885.83152159606
BTC,2016-10-19,635.395401,69381696.0,109194.52027950704
BTC,2016-10-20,629.222848,56957300.0,90520.07596520081
BTC,2016-10-21,628.376298,55951000.0,89040.59586283122
BTC,2016-10-22,630.152961,78556496.0,124662.58331205398
BTC,2016-10-23,653.105424,54474600.0,83408.58611518744
BTC,2016-10-24,650.888734,62218200.0,95589.60963672173
BTC,2016-10-25,648.583114,90378800.0,139348.0620280225
BTC,2016-10-26,652.639693,88877104.0,136180.96624104658
BTC,2016-10-27,675.031143,96105296.0,142371.64758485815
BTC,2016-10-28,686.394579,81145504.0,118219.90802756617
BTC,2016-10-29,689.461752,134760992.0,195458.25654444713
BTC,2016-10-30,714.206034,100665000.0,140946.72294521666
BTC,2016-10-31,698.587737,97064400.0,138943.75016777602
BTC,2016-11-01,697.472765,130527000.0,187142.79115973797
BTC,2016-11-02,730.389491,84865200.0,116191.70462571729
BTC,2016-11-03,741.903728,172808000.0,232925.0999531303
BTC,2016-11-04,688.842823,99907696.0,145036.99924590782
BTC,2016-11-05,704.955671,53752300.0,76249.19156086908
BTC,2016-11-06,706.654898,59902200.0,84768.67586927842
BTC,2016-11-07,713.720512,65047100.0,91138.05601260344
BTC,2016-11-08,705.682219,79660800.0,112884.80544810212
BTC,2016-11-09,710.571601,132429000.0,186369.67733248885
BTC,2016-11-10,721.325798,68807800.0,95390.73770934227
BTC,2016-11-11,714.19093,63119700.0,88379.3077573808
BTC,2016-11-12,716.253702,64622500.0,90222.91936440142
BTC,2016-11-13,703.737455,80318096.0,114130.76770228182
BTC,2016-11-14,703.765635,62993000.0,89508.49099075433
BTC,2016-11-15,706.927639,72038496.0,101903.63486410523
BTC,2016-11-16,712.273734,141294000.0,198370.36416676288
BTC,2016-11-17,743.427139,108579000.0,146051.97241797223
BTC,2016-11-18,737.230159,87363104.0,118501.80426490122
BTC,2016-11-19,750.137376,110608000.0,147450.32515217585
BTC,2016-11-20,750.766643,154116000.0,205278.16657405754
BTC,2016-11-21,728.850972,60802400.0,83422.26646574329
BTC,2016-11-22,737.258827,129906000.0,176201.3491633651
BTC,2016-11-23,748.622655,76543800.0,102246.17100320054
BTC,2016-11-24,742.0043,85919296.0,115793.5284202531
BTC,2016-11-25,737.330823,67807600.0,91963.60423955855
BTC,2016-11-26,739.440163,54962700.0,74330.15239124901
BTC,2016-11-27,731.135716,52601800.0,71945.3295043242
BTC,2016-11-28,727.20269,61888600.0,85105.0207198766
BTC,2016-11-29,730.736571,68511104.0,93756.22723554642
BTC,2016-11-30,731.307204,84070800.0,114959.6223586497
BTC,2016-12-01,742.138802,80461904.0,108418.9423638302
BTC,2016-12-02,754.015,127605000.0,169234.03380569353
BTC,2016-12-03,771.513623,69547296.0,90143.96366660138
BTC,2016-12-04,765.613144,60557900.0,79097.25750476404
BTC,2016-12-05,768.208207,106363000.0,138455.9537776456
BTC,2016-12-06,751.364379,116218000.0,154675.95117388444
BTC,2016-12-07,759.141999,96426096.0,127019.84098761475
BTC,2016-12-08,765.01,80111904.0,104720.07424739546
BTC,2016-12-09,766.751686,68705296.0,89605.66667733419
BTC,2016-12-10,769.838289,53843100.0,69940.79246167502
BTC,2016-12-11,772.526139,57313400.0,74189.59321452811
BTC,2016-12-12,769.51098,76571000.0,99506.05253221988
BTC,2016-12-13,777.891976,81645600.0,104957.50376527858
BTC,2016-12-14,775.318035,75979000.0,97997.2044633271
BTC,2016-12-15,776.532041,81580096.0,105056.96055367276
BTC,2016-12-16,775.881599,83608200.0,107758.96748648114
BTC,2016-12-17,780.967423,78989800.0,101143.52746823858
BTC,2016-12-18,788.77705,60524400.0,76731.94852715352
BTC,2016-12-19,789.553658,74886400.0,94846.49870370177
BTC,2016-12-20,790.852103,99629296.0,125977.15251950211
BTC,2016-12-21,799.216308,155576000.0,194660.692534317
BTC,2016-12-22,833.109239,200027008.0,240096.97484581612
BTC,2016-12-23,859.476476,275564000.0,320618.4319115675
BTC,2016-12-24,917.945464,137727008.0,150038.33386772964
BTC,2016-12-25,892.736547,143664992.0,160926.5269611506
BTC,2016-12-26,896.960887,123771000.0,137989.2945097839
BTC,2016-12-27,904.871122,167308000.0,184897.04879762977
BTC,2016-12-28,932.339786,236630000.0,253802.31923300118
BTC,2016-12-29,979.237194,199320000.0,203546.1900561755
BTC,2016-12-30,971.049353,187474000.0,193063.30766897695
BTC,2016-12-31,959.491368,99135104.0,103320.47510405534
BTC,2017-01-01,966.567909,147775008.0,152886.31727168174
BTC,2017-01-02,998.079443,222184992.0,222612.53205672928
BTC,2017-01-03,1018.369458,185168000.0,181827.9196664596
BTC,2017-01-04,1036.750461,344945984.0,332718.42837405787
BTC,2017-01-05,1137.239897,510199008.0,448629.1848763727
BTC,2017-01-06,1002.86,351876000.0,350872.5046367389
BTC,2017-01-07,895.332963,279550016.0,312230.2289232258
BTC,2017-01-08,907.241903,158715008.0,174942.3251672713
BTC,2017-01-09,914.83442,141876992.0,155084.88629013323
BTC,2017-01-10,901.407571,115808000.0,128474.6253811973
BTC,2017-01-11,905.342814,310928992.0,343437.8527027222
BTC,2017-01-12,778.83978,222326000.0,285457.9410414809
BTC,2017-01-13,806.053828,168968000.0,209623.71758626524
BTC,2017-01-14,827.310924,93063296.0,112488.90024326573
BTC,2017-01-15,817.670918,71013600.0,86848.63119957509
BTC,2017-01-16,821.487187,82755200.0,100738.27237916495
BTC,2017-01-17,831.648372,155095008.0,186491.085922549
BTC,2017-01-18,905.013416,225676992.0,249363.14535253253
BTC,2017-01-19,887.397051,105625000.0,119027.89160835289
BTC,2017-01-20,902.151239,86728400.0,96135.10046955664
BTC,2017-01-21,895.48432,111158000.0,124131.71008957476
BTC,2017-01-22,924.167155,116573000.0,126138.43650394608
BTC,2017-01-23,923.413046,73588600.0,79691.96484581614
BTC,2017-01-24,914.99,111349000.0,121694.2261664062
BTC,2017-01-25,886.142057,120831000.0,136356.24113030898
BTC,2017-01-26,893.60059,131958000.0,147670.00097884896
BTC,2017-01-27,915.431075,125594000.0,137196.5661095785
BTC,2017-01-28,917.259501,68979600.0,75201.83756592128
BTC,2017-01-29,919.385524,60851700.0,66187.3592867229
BTC,2017-01-30,913.074384,78227296.0,85674.61465439599
BTC,2017-01-31,919.543827,164582000.0,178982.22484614648
BTC,2017-02-01,967.177316,150110000.0,155204.21903691546
BTC,2017-02-02,983.683419,145820992.0,148239.7580191397
BTC,2017-02-03,1007.271509,201278000.0,199824.97092549055
BTC,2017-02-04,1016.512888,155064000.0,152545.0408258867
BTC,2017-02-05,1032.71923,114208000.0,110589.59364976676
BTC,2017-02-06,1012.40293,111762000.0,110392.80575768385
BTC,2017-02-07,1023.212862,146007008.0,142694.6566275669
BTC,2017-02-08,1052.411201,201855008.0,191802.41317100922
BTC,2017-02-09,1052.015613,407220000.0,387085.50991818786
BTC,2017-02-10,985.473695,190452000.0,193259.34417762415
BTC,2017-02-11,995.552522,102261000.0,102717.83531276113
BTC,2017-02-12,1008.183418,67530000.0,66981.85944573827
BTC,2017-02-13,998.023605,100607000.0,100806.23293474106
BTC,2017-02-14,1000.296121,137946000.0,137905.16338511324
BTC,2017-02-15,1012.546072,89759400.0,88647.22552595117
BTC,2017-02-16,1013.547121,122277000.0,120642.63956406621
BTC,2017-02-17,1035.50956,136474000.0,131794.0512301982
BTC,2017-02-18,1055.786126,99073504.0,93838.61140073364
BTC,2017-02-19,1059.611435,77423296.0,73067.62973919774
BTC,2017-02-20,1055.94162,109478000.0,103678.08023326138
BTC,2017-02-21,1088.965575,186868992.0,171602.29514142356
BTC,2017-02-22,1128.325769,136100000.0,120621.19269031778
BTC,2017-02-23,1128.462585,189454000.0,167886.82453304378
BTC,2017-02-24,1185.995471,330759008.0,278887.2437439519
BTC,2017-02-25,1185.91222,139960992.0,118019.68951799822
BTC,2017-02-26,1152.505796,116486000.0,101071.94289546116
BTC,2017-02-27,1179.401572,131570000.0,111556.57506618959
BTC,2017-02-28,1195.174074,184956000.0,154752.35283592672
BTC,2017-03-01,1190.498788,229056992.0,192404.22107846782
BTC,2017-03-02,1229.458558,368275008.0,299542.4332147355
BTC,2017-03-03,1257.639297,315739008.0,251056.88789557602
BTC,2017-03-04,1289.034005,183270000.0,142176.23374489642
BTC,2017-03-05,1268.089252,134127000.0,105770.94616049943
BTC,2017-03-06,1278.644279,153656992.0,120171.80581308492
BTC,2017-03-07,1279.930685,291256000.0,227556.07269467096
BTC,2017-03-08,1232.654602,332603008.0,269826.6063018357
BTC,2017-03-09,1149.577012,212283008.0,184661.84151566873
BTC,2017-03-10,1190.701029,563795968.0,473499.1859992757
BTC,2017-03-11,1113.99,283320000.0,254329.03347426816
BTC,2017-03-12,1177.374181,227176000.0,192951.4029321151
BTC,2017-03-13,1226.299808,380276992.0,310101.15921016276
BTC,2017-03-14,1243.587215,245306000.0,197256.7722160122
BTC,2017-03-15,1245.0,297804992.0,239200.7967871486
BTC,2017-03-16,1257.852613,638568000.0,507665.2013124212
BTC,2017-03-17,1174.776007,706598976.0,601475.4913189167
BTC,2017-03-18,1070.077536,621302016.0,580614.0163660066
BTC,2017-03-19,969.084683,406648000.0,419620.7071823051
BTC,2017-03-20,1016.451782,286529984.0,281892.3524697013
BTC,2017-03-21,1039.352301,337391008.0,324616.5979287133
BTC,2017-03-22,1114.714779,380840992.0,341648.82279720815
BTC,2017-03-23,1038.140962,248540000.0,239408.72106730338
BTC,2017-03-24,1029.479317,491038016.0,476977.05810246983
BTC,2017-03-25,934.055104,435803008.0,466570.98294706177
BTC,2017-03-26,964.688788,303668000.0,314783.3827628149
BTC,2017-03-27,967.964412,372535008.0,384864.36420763785
BTC,2017-03-28,1041.913392,326332000.0,313204.53552630794
BTC,2017-03-29,1044.733653,298457984.0,285678.5393511201
BTC,2017-03-30,1041.343323,352968992.0,338955.44745332754
BTC,2017-03-31,1041.055647,447287008.0,429647.5498585908
BTC,2017-04-01,1081.309342,289633984.0,267854.87995904137
BTC,2017-04-02,1092.4799,514187008.0,470660.3828592178
BTC,2017-04-03,1107.694454,580444032.0,524010.95798932295
BTC,2017-04-04,1149.48146,436310016.0,379571.1642012913
BTC,2017-04-05,1143.453999,414784000.0,362746.5559285695
BTC,2017-04-06,1133.818106,511222016.0,450885.38743091834
BTC,2017-04-07,1192.3,317022016.0,265891.1482009562
BTC,2017-04-08,1193.471113,209312000.0,175380.86822550517
BTC,2017-04-09,1184.616089,242343008.0,204575.1448509999
BTC,2017-04-10,1210.688079,215883008.0,178314.30881711026
BTC,2017-04-11,1210.809409,216182000.0,178543.37635065406
BTC,2017-04-12,1223.071493,288702016.0,236046.72143233413
BTC,2017-04-13,1214.706439,351968992.0,289756.42237457505
BTC,2017-04-14,1175.832758,254827008.0,216720.4530289162
BTC,2017-04-15,1171.510567,203559008.0,173757.72249436312
BTC,2017-04-16,1178.689582,183231008.0,155453.14966565982
BTC,2017-04-17,1177.327725,253206000.0,215068.40841618672
BTC,2017-04-18,1188.308517,270524000.0,227654.68405710335
BTC,2017-04-19,1201.962894,288060992.0,239658.8059730902
BTC,2017-04-20,1210.006338,315108000.0,260418.4706344902
BTC,2017-04-21,1234.812416,272167008.0,220411.622424114
BTC,2017-04-22,1246.675228,249320000.0,199987.93141977792
BTC,2017-04-23,1241.954858,258951008.0,208502.75380943032
BTC,2017-04-24,1247.602877,235806000.0,189007.25891801546
BTC,2017-04-25,1255.492386,242556000.0,193195.9147699682
BTC,2017-04-26,1277.444117,329631008.0,258039.47398819952
BTC,2017-04-27,1292.80873,449196992.0,347458.1982440666
BTC,2017-04-28,1341.963818,527488992.0,393072.43975187413
BTC,2017-04-29,1349.374115,422705984.0,313260.77720113966
BTC,2017-04-30,1360.781262,413115008.0,303586.63771782594
BTC,2017-05-01,1378.768955,713624000.0,517580.55431412003
BTC,2017-05-02,1430.801742,477337984.0,333615.74143233045
BTC,2017-05-03,1463.671881,583795968.0,398857.1315595288
BTC,2017-05-04,1511.526582,933548992.0,617619.9632326413
BTC,2017-05-05,1544.925513,946035968.0,612350.5373168112
BTC,2017-05-06,1527.20286,582529984.0,381435.8912345148
BTC,2017-05-07,1566.68584,1080029952.0,689372.3836809554
BTC,2017-05-08,1566.372853,1340320000.0,855683.8797563098
BTC,2017-05-09,1648.717642,1167920000.0,708380.847179653
BTC,2017-05-10,1719.299697,915723008.0,532613.9529936764
BTC,2017-05-11,1779.425439,799489984.0,449296.7035748891
BTC,2017-05-12,1835.265397,740984000.0,403747.60032594897
BTC,2017-05-13,1695.79,579635008.0,341808.2474834738
BTC,2017-05-14,1790.952773,437196000.0,244113.63972912534
BTC,2017-05-15,1794.330074,731529024.0,407689.2176082426
